Temperature,Max_Temp,Windspeed,Cloud_Cover,Precipitation,Humidity,Flood
87.48357076505616,101.99677718293,7.974465175076856,85.49921835872406,45.47147518429382,56.30305593389078,1
84.30867849414408,99.62316841456385,9.566443987853447,98.68537652109305,9.506438315935284,88.95734736491241,0
88.23844269050346,95.29815184960087,7.622740237000116,40.77366711603312,41.06250772798521,62.69893642991557,0
92.61514928204012,91.76531611147213,9.07611541108288,97.57789062383816,27.23154355535679,45.3038180288055,1
83.82923312638331,98.49111656806795,4.319155999138643,54.498709583324626,3.89282598043848,60.533531486734276,0
83.8293152152541,96.96742692710875,10.639881122118815,47.801503625100366,47.772409571903374,98.88300005447681,0
92.89606407753696,99.47596610013866,10.003616426086673,24.02796215754826,12.348058349594627,77.78101571555217,0
88.83717364576455,98.17585900840984,7.548734106795428,24.221220628768208,42.98226726763033,64.96965678436946,0
82.65262807032524,100.24776357659667,11.977737005297215,75.36090047573238,8.44050028922821,49.9923108098362,0
87.71280021792982,92.32382394219717,12.812710412879674,56.63431955472223,42.69714410709264,99.17060783702169,0
82.68291153593769,101.58697032817163,5.177320406893077,38.121730082888455,0.6614406452646993,89.25094055578774,0
82.67135123214871,95.987998023462,7.711825664301357,69.11762450601861,25.589022828474032,56.88863814705516,0
86.20981135783018,105.37630436312632,7.692572950638105,40.228649460008896,38.472128971077844,44.204121743271365,0
75.43359877671101,91.55406090955216,7.180290696673406,66.2105403475538,46.739775874639164,43.39753344265348,0
76.37541083743484,103.67981901582624,12.488424525795246,48.73669975861523,45.460106810324355,47.22268897033203,0
82.18856235379513,95.98955391731324,9.418521583681589,85.88417812894552,40.98124347738224,74.8461150168653,1
79.93584439832789,91.74290998192775,9.206455476068168,85.65569286134235,44.4095674830652,95.72580527232955,1
86.57123666297637,92.58057082972839,3.9884129067797396,58.188031849792104,9.960984291853825,69.80460568035906,0
80.45987962239394,93.3982634590284,11.90625409062768,48.06552874680125,14.209214785586438,90.57672894737183,0
77.93848149332354,97.12082973200958,6.282224815439582,49.00478372472756,14.448426246052925,66.75319719158847,0
92.32824384460777,97.6141774401775,10.179797890798985,84.45716205345744,18.85269655008494,82.51501274606952,0
